sep_threshold,avg_speed,sigma,avg_evac_time,avg_panic
2.0,1.2,0.3,1056.6,0.10913687843746975
2.0,1.4,0.3,946.9833333333333,0.10552594315627455
2.0,1.6,0.3,808.4958333333333,0.1066646765279793
2.0,1.8,0.3,719.1583333333333,0.1039585051434931
2.0,2.0,0.3,661.0041666666667,0.1012494290477768
2.0,2.2,0.3,614.8083333333333,0.10305985333874478
2.0,1.2,0.3,1045.6291666666666,0.1100187340602343
2.0,1.4,0.3,914.2666666666667,0.10701009323868058
2.0,1.6,0.3,832.3541666666666,0.10469433326598505
2.0,1.8,0.3,702.0791666666667,0.10657718553238828
2.0,2.0,0.3,636.0583333333333,0.10174505320909225
2.0,2.2,0.3,584.5916666666667,0.10364138000867842
2.0,1.2,0.3,1018.9791666666666,0.10937105931338902
2.0,1.4,0.3,927.1291666666667,0.10611872681697673
2.0,1.6,0.3,837.35,0.1075164009257354
2.0,1.8,0.3,704.6625,0.10486165997511608
2.0,2.0,0.3,681.8625,0.10560829646240505
2.0,2.2,0.3,601.625,0.10220419466011414
2.0,1.2,0.3,1067.1583333333333,0.10833390067722931
2.0,1.4,0.3,903.9125,0.10857684563318332
2.0,1.6,0.3,806.3,0.10600696217080395
2.0,1.8,0.3,712.6708333333333,0.10536710981869696
2.0,2.0,0.3,649.3583333333333,0.1013853896328328
2.0,2.2,0.3,588.75,0.10519515006780758
2.0,1.2,0.3,1114.5666666666666,0.10611882141352218
2.0,1.4,0.3,980.075,0.1046663136754126
2.0,1.6,0.3,848.9333333333333,0.10529359555571917
2.0,1.8,0.3,783.7166666666667,0.10568912474469758
2.0,2.0,0.3,670.8208333333333,0.1023270215113568
2.0,2.2,0.3,589.9041666666667,0.10205143224219877
2.0,1.2,0.3,1019.3125,0.1105282952020216
2.0,1.4,0.3,933.4875,0.10960534971849561
2.0,1.6,0.3,804.1625,0.1079333315341925
2.0,1.8,0.3,739.925,0.10547226063950056
2.0,2.0,0.3,636.9875,0.10657268911535572
2.0,2.2,0.3,597.1666666666666,0.10217942635971955
2.0,1.2,0.4,1108.1875,0.11286219851705948
2.0,1.4,0.4,922.9875,0.10615790240942366
2.0,1.6,0.4,834.1416666666667,0.10758951070087903
2.0,1.8,0.4,782.5583333333333,0.10905041820058496
2.0,2.0,0.4,668.725,0.1081359552718433
2.0,2.2,0.4,619.5,0.1050903747603372
2.0,1.2,0.4,1138.9958333333334,0.10887437043021787
2.0,1.4,0.4,943.3208333333333,0.1096819306672107
2.0,1.6,0.4,842.3208333333333,0.10901807704307127
2.0,1.8,0.4,767.2541666666667,0.1075889924896999
2.0,2.0,0.4,695.7583333333333,0.10907110081513648
2.0,2.2,0.4,595.1541666666667,0.1040907824547726
2.0,1.2,0.4,1164.1625,0.10918367789361942
2.0,1.4,0.4,1003.35,0.10997510709018211
2.0,1.6,0.4,949.9208333333333,0.11040996249141566
2.0,1.8,0.4,777.4208333333333,0.10545175657767847
2.0,2.0,0.4,678.8625,0.10423096768695607
2.0,2.2,0.4,640.4875,0.10186279343149893
2.0,1.2,0.4,1142.975,0.11094157105370117
2.0,1.4,0.4,1002.7333333333333,0.1094116895346251
2.0,1.6,0.4,827.8958333333334,0.1062402844023775
2.0,1.8,0.4,745.2541666666667,0.10611488602082415
2.0,2.0,0.4,683.1833333333333,0.10601570525727011
2.0,2.2,0.4,621.0375,0.10350913703153285
2.0,1.2,0.4,1155.4833333333333,0.1088808200745526
2.0,1.4,0.4,1031.3416666666667,0.10773118221780204
2.0,1.6,0.4,820.4916666666667,0.10819498274440408
2.0,1.8,0.4,760.9833333333333,0.10999117424820423
2.0,2.0,0.4,653.3541666666666,0.10459228127520656
2.0,2.2,0.4,612.675,0.10604819086208381
2.0,1.2,0.4,1174.3958333333333,0.10937093935046298
2.0,1.4,0.4,924.8291666666667,0.10929244831390683
2.0,1.6,0.4,833.5375,0.10980273758475899
2.0,1.8,0.4,764.9958333333333,0.10999214409339984
2.0,2.0,0.4,674.6416666666667,0.10566129794389639
2.0,2.2,0.4,643.2416666666667,0.10782005717487371
2.0,1.2,0.4,1128.7916666666667,0.11017769412546012
2.0,1.4,0.4,947.4916666666667,0.11163859591665437
2.0,1.6,0.4,852.5791666666667,0.11039767396570742
2.0,1.8,0.4,722.2666666666667,0.10865674726886775
2.0,2.0,0.4,686.5875,0.10548507542395104
2.0,2.2,0.4,625.9041666666667,0.10385184581745634
2.0,1.2,0.4,1107.45,0.10874438393543268
2.0,1.4,0.4,1009.7166666666667,0.11004433606909043
2.0,1.6,0.4,896.9541666666667,0.11039597241993178
2.0,1.8,0.4,779.775,0.10774284221526373
2.0,2.0,0.4,658.6166666666667,0.10629588873567947
2.0,2.2,0.4,614.5041666666667,0.10892622873279917
2.0,1.2,0.4,1147.6958333333334,0.10991434559310338
2.0,1.4,0.4,970.7708333333334,0.11001807777639484
2.0,1.6,0.4,829.9041666666667,0.10702528562924642
2.0,1.8,0.4,763.1833333333333,0.10907877150934665
2.0,2.0,0.4,717.7458333333333,0.10804507838525335
2.0,2.2,0.4,615.8,0.10474348674572503
2.0,1.2,0.4,1129.6916666666666,0.10830206124429745
2.0,1.4,0.4,908.5833333333334,0.10827670915933418
2.0,1.6,0.4,851.6875,0.1066917385327856
2.0,1.8,0.4,765.4541666666667,0.10778983925536904
2.0,2.0,0.4,700.8458333333333,0.10494519937364336
2.0,2.2,0.4,603.7208333333333,0.1063332162642328
2.0,1.2,0.5,1114.425,0.11325006143185587
2.0,1.4,0.5,1025.0208333333333,0.11236978585381019
2.0,1.6,0.5,879.5833333333334,0.11071017883180284
2.0,1.8,0.5,823.95,0.11096755881334161
2.0,2.0,0.5,770.2458333333333,0.10921793319566817
2.0,2.2,0.5,688.4583333333334,0.10847695554035429
2.0,1.2,0.5,1232.8041666666666,0.11183082573556553
2.0,1.4,0.5,1005.7416666666667,0.11219227712494552
2.0,1.6,0.5,884.0041666666667,0.1120538002175742
2.0,1.8,0.5,825.4208333333333,0.11340345253394586
2.0,2.0,0.5,697.7416666666667,0.10872875079488496
2.0,2.2,0.5,644.2416666666667,0.10855758422949892
2.0,1.2,0.5,1152.4625,0.1101087757891413
2.0,1.4,0.5,1120.1458333333333,0.11326613448814037
2.0,1.6,0.5,850.6333333333333,0.11162565690760008
2.0,1.8,0.5,782.0416666666666,0.10935906387767748
2.0,2.0,0.5,763.4583333333334,0.11263799915040353
2.0,2.2,0.5,622.6125,0.10885783094376413
2.0,1.2,0.5,1188.4375,0.11142020788471466
2.0,1.4,0.5,1029.5458333333333,0.1124148393378481
2.0,1.6,0.5,1002.4166666666666,0.11325198523663747
2.0,1.8,0.5,792.3541666666666,0.1086654284179642
2.0,2.0,0.5,727.1333333333333,0.10825359539788591
2.0,2.2,0.5,665.8875,0.1099569803978007
2.0,1.2,0.5,1151.0458333333333,0.11210945447247854
2.0,1.4,0.5,1101.9083333333333,0.10994942602399198
2.0,1.6,0.5,862.5791666666667,0.10969110216541117
2.0,1.8,0.5,770.7,0.10960974250833443
2.0,2.0,0.5,668.1,0.10851038719700536
2.0,2.2,0.5,650.1041666666666,0.10901619007986217
2.0,1.2,0.5,1112.075,0.113181871659035
2.0,1.4,0.5,1033.5,0.11297771108913889
2.0,1.6,0.5,906.3625,0.1092303815798849
2.0,1.8,0.5,791.6791666666667,0.11356884233001129
2.0,2.0,0.5,703.85,0.1080024961120219
2.0,2.2,0.5,615.3708333333333,0.10621701885669738
2.0,1.2,0.5,1185.1875,0.1115953441890983
2.0,1.4,0.5,959.9708333333333,0.1099779261310018
2.0,1.6,0.5,926.8041666666667,0.1128803293858623
2.0,1.8,0.5,697.0833333333334,0.1073151812057524
2.0,2.0,0.5,740.2625,0.10919365269075429
2.0,2.2,0.5,633.1125,0.10898439994747727
2.0,1.2,0.5,1196.3875,0.11084976665633253
2.0,1.4,0.5,972.575,0.11085792041173662
2.0,1.6,0.5,898.8,0.10887170396326452
2.0,1.8,0.5,774.2791666666667,0.10899818152455473
2.0,2.0,0.5,730.6416666666667,0.11009616992589542
2.0,2.2,0.5,717.2041666666667,0.11023109910250921
2.0,1.2,0.5,1309.325,0.11293898769167228
2.0,1.4,0.5,1127.0791666666667,0.10775349149267237
2.0,1.6,0.5,887.7666666666667,0.11145608550342828
2.0,1.8,0.5,819.7333333333333,0.10946720350476954
2.0,2.0,0.5,766.5458333333333,0.11289851046355635
2.0,2.2,0.5,662.4041666666667,0.11041065963340015
2.0,1.2,0.5,1258.6958333333334,0.11184563080273129
2.0,1.4,0.5,1009.4166666666666,0.11174342774330305
2.0,1.6,0.5,906.1041666666666,0.11207677357977118
2.0,1.8,0.5,803.6333333333333,0.11117152645476717
2.0,2.0,0.5,726.5916666666667,0.10846190388241468
2.0,2.2,0.5,667.9958333333333,0.1086956775624949
